epoch	loss	acc	val_loss	val_acc
0	6.439971427912493	0.33034313359234907	6.353613392877396	0.23005268199233717
1	5.026951305412348	0.5594226315002989	6.828036908993776	0.24937739463601533
2	5.076695233405314	0.6025758368200836	6.889182496892995	0.26827107279693485
3	5.077438870786694	0.6214182979677226	6.903272311075437	0.3162116858237548
4	2.7922659724398566	0.8656278018529587	4.407593773425311	0.40859674329501916
5	1.5633351954064252	0.91824660041841	4.140476756534357	0.3911637931034483
6	1.3143018531321908	0.9305654139270771	4.202497538935636	0.38333333333333336
7	1.2388688886390071	0.9365286909742977	3.9686963720339925	0.4099137931034483
8	1.0561562835751575	0.9765905185295876	3.8023421952094156	0.4309865900383142
9	0.9613749240277345	0.9829553945008966	3.6800306674621113	0.4301963601532567
10	0.8995564108212337	0.983786610878661	3.5822272884434665	0.427705938697318
11	0.8511451233069268	0.9847205618649133	3.545034996257431	0.4309865900383142
12	0.8191033346802263	0.9879053347280334	3.551033660735207	0.4314176245210728
13	0.8133778873846621	0.98804075762104	3.5557753227222926	0.42950191570881224
14	0.8079670942112919	0.9886758442916915	3.55013693822298	0.42890325670498086
15	0.8036389316332533	0.9882789151225344	3.534232763403677	0.4295977011494253
